MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,EXC
4,FAIL
5,LIVE
6,LIVE
7,EXC
8,LIVE
9,FAIL
10,EXC
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,EXC
16,FAIL
50,EXC
51,FAIL
52,EXC
53,EXC
54,FAIL
55,EXC
56,EXC
57,LIVE
58,EXC
59,FAIL
60,LIVE
61,EXC
62,FAIL
63,LIVE
64,LIVE
65,EXC
66,EXC
67,EXC
68,LIVE
69,EXC
70,EXC
71,EXC
72,LIVE
73,EXC
74,EXC
75,EXC
76,EXC
77,EXC
78,LIVE
79,EXC
80,EXC
81,EXC
82,FAIL
83,EXC
84,EXC
85,EXC
86,LIVE
87,FAIL
88,EXC
89,LIVE
90,LIVE
91,LIVE
92,EXC
93,LIVE
94,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,EXC
101,EXC
102,EXC
103,LIVE
104,LIVE
105,EXC
106,EXC
107,LIVE
108,EXC
109,LIVE
110,LIVE
111,FAIL
112,FAIL
113,FAIL
114,EXC
115,LIVE
116,EXC
117,EXC
118,EXC
119,EXC
120,LIVE
121,LIVE
122,EXC
123,LIVE
124,EXC
125,EXC
126,LIVE
127,EXC
128,FAIL
129,FAIL
130,LIVE
131,LIVE
132,FAIL
133,LIVE
134,EXC
135,EXC
136,LIVE
137,LIVE
138,EXC
139,EXC
140,LIVE
141,LIVE
142,EXC
144,EXC
145,EXC
146,EXC
147,LIVE
148,EXC
149,FAIL
150,EXC
151,FAIL
152,EXC
153,EXC
154,EXC
155,FAIL
156,EXC
157,EXC
158,LIVE
159,EXC
160,FAIL
161,EXC
162,EXC
163,FAIL
164,FAIL
165,LIVE
166,EXC
167,FAIL
168,LIVE
169,EXC
170,FAIL
171,EXC
172,LIVE
173,EXC
174,EXC
175,LIVE
176,EXC
177,LIVE
178,EXC
179,EXC
180,LIVE
181,LIVE
182,LIVE
183,LIVE
184,LIVE
185,LIVE
186,LIVE
187,LIVE
188,EXC
189,FAIL
190,EXC
191,FAIL
192,EXC
193,EXC
194,LIVE
195,EXC
196,FAIL
197,EXC
198,EXC
199,EXC
200,LIVE
201,EXC
202,LIVE
203,LIVE
204,LIVE
205,LIVE
206,LIVE
207,LIVE
208,EXC
209,LIVE
210,EXC
211,LIVE
212,LIVE
213,FAIL
214,EXC
215,EXC
216,LIVE
217,LIVE
218,EXC
219,EXC
220,EXC
221,EXC
222,EXC
223,EXC
224,LIVE
225,EXC
226,EXC
227,EXC
228,LIVE
229,EXC
230,EXC
231,LIVE
232,LIVE
233,EXC
234,EXC
235,EXC
236,EXC
237,EXC
238,EXC
239,EXC
240,LIVE
241,EXC
242,LIVE
243,EXC
244,FAIL
245,FAIL
246,FAIL
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,LIVE
252,LIVE
253,LIVE
254,LIVE
255,LIVE
256,LIVE
257,LIVE
258,LIVE
259,LIVE
260,LIVE
261,LIVE
262,LIVE
266,FAIL
267,LIVE
268,LIVE
279,FAIL
280,LIVE
281,EXC
282,EXC
283,EXC
284,EXC
285,LIVE
286,LIVE
287,LIVE
288,EXC
289,LIVE
290,EXC
291,EXC
292,EXC
293,EXC
294,EXC
295,EXC
296,EXC
297,EXC
298,EXC
299,EXC
300,EXC
301,LIVE
302,EXC
303,EXC
304,LIVE
305,EXC
306,LIVE
307,EXC
308,LIVE
309,LIVE
310,LIVE
311,EXC
312,EXC
313,EXC
314,EXC
315,EXC
316,EXC
317,LIVE
318,EXC
319,EXC
320,LIVE
321,EXC
322,EXC
323,EXC
324,LIVE
325,EXC
326,LIVE
327,EXC
328,EXC
329,LIVE
330,LIVE
331,LIVE
332,LIVE
333,EXC
334,EXC
335,EXC
336,EXC
337,FAIL
338,EXC
339,EXC
340,EXC
341,EXC
342,LIVE
343,LIVE
344,LIVE
345,LIVE
346,LIVE
347,LIVE
348,EXC
349,LIVE
350,LIVE
351,LIVE
352,EXC
353,LIVE
354,EXC
355,LIVE
356,LIVE
357,LIVE
358,LIVE
359,LIVE
360,LIVE
361,EXC
362,LIVE
363,LIVE
364,LIVE
365,LIVE
366,LIVE
367,FAIL
368,LIVE
369,LIVE
370,LIVE
371,FAIL
