MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,LIVE
10,FAIL
11,EXC
12,FAIL
13,EXC
14,FAIL
15,FAIL
16,EXC
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,LIVE
30,LIVE
31,LIVE
32,EXC
33,LIVE
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,EXC
39,LIVE
40,EXC
41,LIVE
42,EXC
43,EXC
44,EXC
45,EXC
46,LIVE
47,EXC
48,LIVE
49,EXC
50,EXC
51,EXC
52,FAIL
53,EXC
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,LIVE
72,LIVE
73,LIVE
74,LIVE
75,EXC
76,FAIL
77,FAIL
78,EXC
79,FAIL
80,LIVE
81,FAIL
82,FAIL
83,LIVE
