MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,LIVE
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,LIVE
14,EXC
15,EXC
16,LIVE
17,EXC
18,EXC
19,LIVE
20,EXC
21,EXC
22,EXC
23,EXC
24,EXC
25,FAIL
26,EXC
27,FAIL
28,EXC
29,EXC
30,EXC
31,FAIL
32,EXC
33,EXC
34,LIVE
35,EXC
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,EXC
44,FAIL
45,LIVE
46,FAIL
47,LIVE
48,FAIL
49,FAIL
50,EXC
51,FAIL
52,EXC
53,EXC
54,FAIL
55,FAIL
56,EXC
57,FAIL
58,FAIL
59,FAIL
60,LIVE
61,LIVE
62,FAIL
63,EXC
64,EXC
65,FAIL
66,EXC
67,FAIL
68,FAIL
69,LIVE
70,EXC
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,EXC
76,FAIL
77,EXC
78,FAIL
79,EXC
80,LIVE
81,FAIL
82,EXC
83,FAIL
84,EXC
85,FAIL
86,FAIL
87,EXC
88,EXC
89,EXC
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,LIVE
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,EXC
100,LIVE
101,EXC
102,FAIL
103,FAIL
104,FAIL
105,LIVE
106,LIVE
107,LIVE
108,FAIL
109,LIVE
110,LIVE
111,FAIL
112,FAIL
