MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,LIVE
4,LIVE
5,LIVE
6,LIVE
7,FAIL
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,LIVE
13,FAIL
14,FAIL
15,LIVE
16,LIVE
17,EXC
18,LIVE
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,LIVE
25,LIVE
26,FAIL
27,LIVE
28,LIVE
29,FAIL
30,LIVE
31,EXC
32,LIVE
33,EXC
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,FAIL
42,FAIL
43,LIVE
44,FAIL
45,LIVE
46,LIVE
47,LIVE
49,EXC
50,EXC
51,EXC
52,EXC
53,LIVE
54,LIVE
55,LIVE
56,LIVE
57,LIVE
58,LIVE
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,EXC
67,LIVE
68,EXC
69,LIVE
70,EXC
71,LIVE
72,EXC
73,EXC
74,LIVE
75,EXC
76,EXC
77,EXC
78,LIVE
79,FAIL
80,LIVE
81,EXC
82,EXC
83,EXC
84,FAIL
