MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,FAIL
4,FAIL
5,LIVE
6,LIVE
7,LIVE
8,FAIL
9,LIVE
10,LIVE
11,FAIL
12,FAIL
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,LIVE
34,LIVE
35,FAIL
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
53,LIVE
56,LIVE
57,EXC
58,EXC
59,FAIL
60,EXC
61,FAIL
62,LIVE
63,FAIL
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,FAIL
69,FAIL
70,LIVE
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,EXC
89,EXC
90,FAIL
91,EXC
92,EXC
93,EXC
94,EXC
95,FAIL
96,EXC
97,FAIL
98,FAIL
99,EXC
100,EXC
101,FAIL
102,EXC
103,FAIL
104,FAIL
105,FAIL
106,LIVE
107,EXC
108,FAIL
109,LIVE
110,LIVE
111,LIVE
112,FAIL
113,FAIL
114,EXC
115,LIVE
116,EXC
117,EXC
118,LIVE
119,EXC
120,LIVE
121,EXC
122,EXC
123,EXC
124,LIVE
125,EXC
126,LIVE
127,LIVE
128,EXC
129,LIVE
130,LIVE
131,EXC
132,LIVE
133,LIVE
134,EXC
135,LIVE
136,EXC
137,EXC
138,LIVE
139,LIVE
140,LIVE
141,EXC
142,LIVE
143,FAIL
144,LIVE
145,EXC
146,LIVE
147,EXC
148,FAIL
149,FAIL
150,FAIL
151,LIVE
152,FAIL
153,FAIL
154,FAIL
155,LIVE
156,LIVE
157,LIVE
158,EXC
159,LIVE
160,EXC
161,EXC
162,LIVE
163,EXC
164,EXC
165,EXC
166,LIVE
167,EXC
168,LIVE
169,LIVE
170,LIVE
171,EXC
172,EXC
