MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,LIVE
3,LIVE
4,LIVE
5,LIVE
6,LIVE
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,LIVE
12,LIVE
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,FAIL
33,LIVE
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,LIVE
49,LIVE
50,EXC
53,LIVE
56,LIVE
57,EXC
58,EXC
59,FAIL
60,EXC
61,FAIL
62,LIVE
63,FAIL
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,FAIL
69,FAIL
70,LIVE
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,EXC
89,EXC
90,FAIL
91,EXC
92,EXC
93,EXC
94,FAIL
95,FAIL
96,EXC
97,FAIL
98,FAIL
99,EXC
100,FAIL
101,FAIL
102,EXC
103,FAIL
104,FAIL
105,EXC
106,LIVE
107,EXC
108,FAIL
109,LIVE
110,LIVE
111,LIVE
112,EXC
113,FAIL
114,EXC
115,LIVE
116,EXC
117,EXC
118,LIVE
119,EXC
120,LIVE
121,EXC
122,EXC
123,EXC
124,LIVE
125,EXC
126,LIVE
127,LIVE
128,EXC
129,LIVE
130,LIVE
131,EXC
132,LIVE
133,LIVE
134,EXC
135,LIVE
136,EXC
137,EXC
138,LIVE
139,LIVE
140,LIVE
141,EXC
142,LIVE
143,FAIL
144,LIVE
145,EXC
146,LIVE
147,EXC
148,FAIL
149,LIVE
150,FAIL
151,LIVE
152,FAIL
153,FAIL
154,FAIL
155,LIVE
156,LIVE
157,LIVE
158,EXC
159,LIVE
160,EXC
161,EXC
162,LIVE
163,EXC
164,EXC
165,EXC
166,LIVE
167,EXC
168,LIVE
169,LIVE
170,LIVE
171,EXC
172,EXC
173,LIVE
174,LIVE
175,LIVE
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,EXC
181,EXC
182,LIVE
183,EXC
184,LIVE
185,FAIL
186,EXC
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,LIVE
194,LIVE
195,LIVE
196,LIVE
197,EXC
198,EXC
199,LIVE
200,EXC
201,LIVE
202,LIVE
203,EXC
204,EXC
205,LIVE
206,LIVE
207,EXC
208,EXC
209,EXC
210,FAIL
211,EXC
212,FAIL
213,LIVE
214,LIVE
215,EXC
216,EXC
217,FAIL
218,FAIL
219,EXC
220,FAIL
221,LIVE
222,LIVE
223,LIVE
224,FAIL
225,LIVE
226,LIVE
227,LIVE
228,LIVE
229,LIVE
230,FAIL
231,LIVE
232,LIVE
233,LIVE
234,FAIL
235,LIVE
