MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,LIVE
4,LIVE
5,LIVE
6,LIVE
7,FAIL
8,EXC
9,EXC
10,LIVE
11,FAIL
12,EXC
13,LIVE
14,LIVE
15,LIVE
16,LIVE
17,EXC
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,LIVE
24,LIVE
25,EXC
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,EXC
32,LIVE
33,EXC
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,LIVE
43,LIVE
44,LIVE
45,LIVE
46,LIVE
47,LIVE
49,EXC
50,EXC
51,EXC
52,EXC
53,EXC
54,EXC
55,LIVE
56,EXC
57,EXC
58,EXC
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,EXC
67,LIVE
68,EXC
69,LIVE
70,EXC
71,LIVE
72,EXC
73,EXC
74,LIVE
75,EXC
76,EXC
77,EXC
78,LIVE
79,LIVE
80,LIVE
81,EXC
82,EXC
83,EXC
84,LIVE
