MutantNo,[FAIL | TIME | EXC | LIVE]
2,FAIL
3,EXC
4,LIVE
5,EXC
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,LIVE
11,LIVE
12,FAIL
18,FAIL
19,FAIL
20,EXC
21,EXC
22,EXC
23,EXC
24,LIVE
25,LIVE
26,EXC
27,EXC
28,EXC
29,EXC
30,EXC
31,LIVE
32,FAIL
33,EXC
34,FAIL
35,FAIL
36,LIVE
37,LIVE
38,LIVE
39,FAIL
40,FAIL
41,LIVE
43,EXC
44,EXC
45,LIVE
46,EXC
47,EXC
48,EXC
49,LIVE
50,LIVE
51,EXC
52,EXC
53,EXC
54,LIVE
55,EXC
56,EXC
57,EXC
58,FAIL
59,EXC
60,LIVE
61,EXC
62,EXC
63,EXC
64,LIVE
65,EXC
66,EXC
67,LIVE
68,LIVE
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,LIVE
77,EXC
78,FAIL
79,EXC
80,EXC
81,FAIL
82,EXC
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,FAIL
88,EXC
89,LIVE
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,EXC
103,LIVE
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,LIVE
109,EXC
110,FAIL
113,FAIL
114,LIVE
115,FAIL
116,FAIL
117,FAIL
118,EXC
119,EXC
120,FAIL
121,EXC
122,EXC
123,LIVE
124,LIVE
125,EXC
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,LIVE
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,EXC
139,EXC
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,EXC
146,FAIL
147,FAIL
148,EXC
149,FAIL
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,LIVE
155,FAIL
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,FAIL
164,FAIL
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,FAIL
171,FAIL
172,FAIL
173,FAIL
174,FAIL
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,FAIL
180,EXC
181,FAIL
182,FAIL
183,FAIL
184,FAIL
185,EXC
186,FAIL
187,FAIL
188,EXC
189,FAIL
190,EXC
191,EXC
192,EXC
193,EXC
194,FAIL
195,EXC
196,EXC
197,EXC
198,FAIL
199,FAIL
200,LIVE
201,FAIL
202,FAIL
203,FAIL
204,EXC
205,EXC
206,EXC
207,LIVE
208,FAIL
209,FAIL
210,LIVE
211,FAIL
212,FAIL
213,FAIL
214,LIVE
215,FAIL
216,LIVE
217,LIVE
218,LIVE
219,EXC
220,LIVE
221,LIVE
222,EXC
223,EXC
224,LIVE
225,EXC
226,LIVE
227,EXC
228,EXC
229,LIVE
230,EXC
231,EXC
232,EXC
233,EXC
234,FAIL
235,EXC
236,EXC
237,EXC
238,EXC
239,EXC
240,LIVE
241,LIVE
242,EXC
243,LIVE
244,EXC
245,EXC
246,EXC
247,LIVE
248,EXC
249,EXC
250,LIVE
251,LIVE
252,FAIL
253,EXC
254,LIVE
255,EXC
256,LIVE
257,EXC
258,EXC
259,EXC
260,EXC
261,EXC
262,FAIL
263,FAIL
264,EXC
265,LIVE
266,EXC
267,FAIL
268,LIVE
269,EXC
270,FAIL
271,EXC
272,LIVE
273,FAIL
274,EXC
275,LIVE
276,FAIL
277,EXC
278,LIVE
279,LIVE
280,FAIL
281,FAIL
282,FAIL
283,FAIL
284,FAIL
285,FAIL
286,LIVE
287,LIVE
288,LIVE
289,FAIL
290,LIVE
291,LIVE
292,LIVE
293,LIVE
294,LIVE
295,LIVE
296,EXC
297,LIVE
298,EXC
299,EXC
300,EXC
301,LIVE
302,LIVE
303,EXC
304,LIVE
305,LIVE
306,EXC
307,EXC
308,LIVE
309,EXC
310,EXC
311,FAIL
312,FAIL
313,EXC
314,FAIL
315,FAIL
316,FAIL
317,FAIL
318,FAIL
319,EXC
320,EXC
321,EXC
322,FAIL
323,EXC
324,LIVE
325,EXC
326,LIVE
327,EXC
328,EXC
329,EXC
330,EXC
331,LIVE
332,EXC
333,FAIL
334,FAIL
335,FAIL
336,FAIL
337,EXC
338,EXC
339,FAIL
340,FAIL
341,EXC
342,FAIL
343,LIVE
344,LIVE
345,EXC
346,LIVE
347,LIVE
348,LIVE
349,LIVE
366,FAIL
367,FAIL
368,EXC
369,FAIL
370,FAIL
371,FAIL
372,FAIL
373,FAIL
374,FAIL
375,FAIL
376,FAIL
377,FAIL
378,FAIL
379,FAIL
380,FAIL
381,FAIL
382,LIVE
383,LIVE
384,LIVE
385,LIVE
386,LIVE
387,FAIL
388,LIVE
389,EXC
390,LIVE
391,FAIL
392,EXC
393,LIVE
394,FAIL
395,EXC
396,EXC
397,LIVE
398,LIVE
399,EXC
400,EXC
401,EXC
402,EXC
403,EXC
404,FAIL
405,LIVE
406,FAIL
407,EXC
408,LIVE
409,LIVE
410,FAIL
411,FAIL
412,FAIL
413,FAIL
414,FAIL
415,EXC
416,EXC
417,EXC
418,EXC
419,EXC
420,EXC
421,EXC
422,EXC
423,EXC
424,EXC
425,EXC
426,EXC
427,EXC
428,EXC
429,EXC
430,EXC
431,LIVE
432,LIVE
433,EXC
434,LIVE
435,LIVE
436,LIVE
437,LIVE
438,EXC
439,LIVE
440,LIVE
441,LIVE
442,EXC
443,LIVE
444,LIVE
445,LIVE
446,LIVE
447,LIVE
448,LIVE
449,LIVE
450,LIVE
451,LIVE
452,LIVE
453,LIVE
454,LIVE
455,LIVE
456,LIVE
457,LIVE
458,EXC
459,FAIL
460,EXC
461,EXC
462,FAIL
463,FAIL
464,EXC
465,FAIL
466,FAIL
467,FAIL
468,EXC
469,LIVE
470,EXC
471,LIVE
472,LIVE
473,LIVE
474,LIVE
475,LIVE
476,LIVE
477,EXC
478,LIVE
479,LIVE
480,LIVE
481,EXC
482,EXC
483,EXC
484,FAIL
485,FAIL
486,EXC
487,EXC
488,FAIL
489,EXC
490,FAIL
491,FAIL
492,EXC
493,EXC
494,FAIL
495,FAIL
496,LIVE
497,FAIL
498,EXC
499,LIVE
500,LIVE
501,LIVE
502,FAIL
503,FAIL
504,LIVE
505,FAIL
506,LIVE
507,LIVE
508,FAIL
509,LIVE
510,LIVE
511,LIVE
512,LIVE
513,LIVE
514,LIVE
515,LIVE
516,LIVE
517,EXC
534,FAIL
535,FAIL
536,FAIL
537,FAIL
538,FAIL
