MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,LIVE
6,LIVE
7,FAIL
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,FAIL
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,FAIL
33,FAIL
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
53,LIVE
56,LIVE
57,EXC
58,EXC
59,EXC
60,FAIL
61,LIVE
62,FAIL
63,FAIL
64,FAIL
65,LIVE
66,FAIL
67,LIVE
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,LIVE
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,LIVE
83,LIVE
84,EXC
85,EXC
86,FAIL
87,EXC
88,EXC
89,EXC
90,EXC
91,EXC
92,EXC
93,EXC
94,LIVE
95,EXC
96,FAIL
97,LIVE
98,EXC
99,LIVE
100,LIVE
101,LIVE
102,FAIL
103,FAIL
104,LIVE
105,EXC
106,FAIL
107,LIVE
108,LIVE
109,LIVE
110,FAIL
111,FAIL
112,FAIL
113,LIVE
114,EXC
115,EXC
116,FAIL
117,EXC
118,LIVE
119,EXC
120,EXC
121,FAIL
122,LIVE
123,EXC
124,LIVE
125,LIVE
126,EXC
127,LIVE
128,LIVE
129,EXC
130,LIVE
131,LIVE
132,EXC
133,LIVE
134,EXC
135,EXC
136,LIVE
137,LIVE
138,LIVE
139,LIVE
140,EXC
141,LIVE
142,EXC
143,LIVE
144,EXC
145,LIVE
146,EXC
147,FAIL
148,FAIL
149,FAIL
150,LIVE
151,FAIL
152,FAIL
153,EXC
154,LIVE
155,LIVE
156,LIVE
157,EXC
158,LIVE
159,EXC
160,EXC
161,LIVE
162,EXC
163,EXC
164,EXC
165,LIVE
166,EXC
167,LIVE
168,LIVE
169,LIVE
170,EXC
171,EXC
172,LIVE
173,LIVE
174,LIVE
175,LIVE
176,LIVE
177,LIVE
178,LIVE
179,EXC
180,EXC
181,LIVE
182,EXC
183,LIVE
184,EXC
185,EXC
186,EXC
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,LIVE
193,LIVE
194,LIVE
195,LIVE
196,EXC
