MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,LIVE
10,LIVE
11,EXC
12,LIVE
13,EXC
14,LIVE
15,LIVE
16,EXC
17,LIVE
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,LIVE
24,LIVE
25,LIVE
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,LIVE
31,LIVE
32,EXC
33,LIVE
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,EXC
41,LIVE
42,EXC
43,EXC
44,EXC
45,EXC
46,LIVE
47,EXC
48,LIVE
49,EXC
50,EXC
51,EXC
52,LIVE
53,EXC
54,FAIL
55,FAIL
56,FAIL
57,LIVE
58,FAIL
59,FAIL
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,LIVE
74,LIVE
75,EXC
76,LIVE
77,LIVE
78,EXC
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
