MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,LIVE
7,LIVE
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,EXC
14,LIVE
15,EXC
16,LIVE
17,EXC
18,FAIL
19,FAIL
20,LIVE
21,LIVE
22,FAIL
23,FAIL
24,EXC
25,FAIL
26,FAIL
27,EXC
28,FAIL
29,FAIL
30,EXC
31,EXC
32,FAIL
33,EXC
34,FAIL
35,LIVE
36,FAIL
37,LIVE
38,FAIL
39,FAIL
40,EXC
41,FAIL
42,EXC
43,FAIL
44,FAIL
45,EXC
46,FAIL
47,FAIL
48,EXC
49,EXC
50,FAIL
51,LIVE
52,LIVE
53,FAIL
54,EXC
55,EXC
56,FAIL
57,EXC
58,EXC
59,EXC
60,FAIL
61,FAIL
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,FAIL
73,EXC
74,FAIL
75,EXC
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,FAIL
81,EXC
82,LIVE
83,EXC
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,LIVE
92,FAIL
93,LIVE
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,LIVE
100,LIVE
101,LIVE
102,LIVE
103,FAIL
104,FAIL
105,LIVE
106,FAIL
107,LIVE
108,LIVE
109,LIVE
110,LIVE
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,LIVE
117,FAIL
118,FAIL
119,FAIL
120,FAIL
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,FAIL
126,FAIL
127,FAIL
128,LIVE
129,LIVE
130,FAIL
131,LIVE
132,FAIL
133,LIVE
134,LIVE
135,LIVE
136,LIVE
137,FAIL
138,FAIL
139,LIVE
140,LIVE
141,LIVE
142,LIVE
143,LIVE
144,FAIL
145,FAIL
146,FAIL
147,FAIL
148,FAIL
149,LIVE
150,LIVE
151,LIVE
152,LIVE
153,LIVE
154,LIVE
155,LIVE
156,LIVE
157,LIVE
158,LIVE
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,FAIL
164,LIVE
165,LIVE
166,LIVE
167,LIVE
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,LIVE
173,LIVE
174,LIVE
175,LIVE
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,FAIL
181,FAIL
182,FAIL
183,FAIL
184,FAIL
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,FAIL
190,FAIL
191,FAIL
192,LIVE
193,LIVE
194,LIVE
195,LIVE
196,LIVE
197,LIVE
198,LIVE
199,LIVE
200,LIVE
201,LIVE
202,LIVE
203,LIVE
204,LIVE
205,LIVE
206,EXC
207,LIVE
208,LIVE
209,LIVE
210,LIVE
211,FAIL
212,LIVE
213,LIVE
214,FAIL
215,EXC
216,LIVE
217,FAIL
218,FAIL
219,FAIL
220,LIVE
221,EXC
222,EXC
223,EXC
224,EXC
225,EXC
226,EXC
227,EXC
228,FAIL
229,EXC
230,FAIL
231,FAIL
232,FAIL
233,FAIL
234,LIVE
235,LIVE
236,LIVE
237,EXC
238,LIVE
239,FAIL
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,FAIL
245,FAIL
246,FAIL
247,FAIL
248,FAIL
249,FAIL
250,FAIL
251,EXC
252,LIVE
253,EXC
254,FAIL
255,FAIL
256,LIVE
257,FAIL
258,FAIL
259,FAIL
260,LIVE
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,FAIL
266,FAIL
267,FAIL
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,LIVE
275,LIVE
276,LIVE
277,LIVE
278,FAIL
279,LIVE
280,LIVE
281,LIVE
282,LIVE
283,FAIL
284,FAIL
285,FAIL
286,FAIL
287,FAIL
288,FAIL
289,EXC
290,FAIL
291,EXC
292,FAIL
293,EXC
294,LIVE
295,EXC
296,FAIL
297,FAIL
298,FAIL
299,FAIL
300,FAIL
301,FAIL
302,FAIL
303,FAIL
304,FAIL
305,FAIL
306,FAIL
307,FAIL
308,FAIL
309,FAIL
310,FAIL
311,FAIL
312,FAIL
313,FAIL
314,FAIL
315,FAIL
316,FAIL
317,FAIL
318,FAIL
319,FAIL
320,FAIL
321,FAIL
322,FAIL
323,FAIL
324,FAIL
325,FAIL
326,FAIL
327,FAIL
328,FAIL
329,FAIL
330,FAIL
331,FAIL
332,FAIL
333,FAIL
334,FAIL
335,FAIL
336,FAIL
337,FAIL
338,FAIL
339,FAIL
340,FAIL
341,FAIL
342,FAIL
343,FAIL
344,FAIL
345,FAIL
346,FAIL
347,FAIL
348,FAIL
349,FAIL
350,FAIL
