MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,FAIL
6,EXC
7,FAIL
8,EXC
9,FAIL
10,EXC
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,FAIL
19,FAIL
20,EXC
21,EXC
22,EXC
23,EXC
24,EXC
25,EXC
26,EXC
27,LIVE
28,LIVE
29,EXC
30,EXC
31,EXC
32,FAIL
33,LIVE
34,EXC
35,FAIL
36,EXC
37,FAIL
38,EXC
39,FAIL
40,EXC
41,EXC
42,EXC
43,LIVE
44,LIVE
45,LIVE
46,EXC
47,LIVE
48,LIVE
49,LIVE
50,FAIL
51,LIVE
60,FAIL
61,FAIL
62,EXC
63,EXC
64,FAIL
65,EXC
66,EXC
67,LIVE
68,FAIL
69,EXC
70,FAIL
71,EXC
72,FAIL
73,EXC
74,FAIL
75,EXC
76,EXC
77,EXC
78,FAIL
79,EXC
