MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,EXC
4,FAIL
5,LIVE
6,LIVE
7,EXC
8,LIVE
9,EXC
10,EXC
11,FAIL
12,LIVE
13,FAIL
14,FAIL
15,EXC
16,FAIL
50,EXC
51,FAIL
52,EXC
53,EXC
54,FAIL
55,EXC
56,EXC
57,EXC
58,EXC
59,FAIL
60,LIVE
61,EXC
62,FAIL
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,LIVE
69,EXC
70,EXC
71,EXC
72,FAIL
73,EXC
74,EXC
75,FAIL
76,EXC
77,FAIL
78,LIVE
79,EXC
80,EXC
81,EXC
82,EXC
83,EXC
84,EXC
85,EXC
86,LIVE
87,FAIL
88,EXC
89,LIVE
90,LIVE
91,LIVE
92,EXC
93,FAIL
94,FAIL
96,FAIL
97,FAIL
98,LIVE
99,LIVE
100,EXC
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,EXC
109,LIVE
110,EXC
111,EXC
112,EXC
113,LIVE
114,LIVE
115,EXC
116,LIVE
117,EXC
118,LIVE
119,EXC
120,LIVE
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,LIVE
126,LIVE
127,EXC
128,LIVE
129,EXC
130,EXC
131,EXC
132,LIVE
133,LIVE
134,EXC
135,LIVE
136,EXC
137,EXC
138,LIVE
139,LIVE
140,LIVE
141,EXC
142,LIVE
143,LIVE
144,LIVE
146,EXC
147,EXC
148,EXC
149,LIVE
150,EXC
151,FAIL
152,EXC
153,FAIL
154,EXC
155,EXC
156,EXC
157,FAIL
158,EXC
159,EXC
160,LIVE
161,EXC
162,FAIL
163,EXC
164,EXC
165,FAIL
166,FAIL
167,LIVE
168,EXC
169,FAIL
170,LIVE
171,FAIL
172,FAIL
173,EXC
174,LIVE
175,EXC
176,EXC
177,LIVE
178,EXC
179,LIVE
180,EXC
181,EXC
182,LIVE
183,LIVE
184,LIVE
185,LIVE
186,LIVE
187,LIVE
188,LIVE
189,LIVE
190,EXC
191,EXC
192,EXC
193,FAIL
194,EXC
195,EXC
196,LIVE
197,EXC
198,LIVE
199,EXC
200,EXC
201,EXC
202,LIVE
203,LIVE
204,LIVE
205,LIVE
206,LIVE
207,LIVE
208,LIVE
209,LIVE
210,EXC
211,LIVE
212,LIVE
213,LIVE
214,LIVE
215,LIVE
216,EXC
217,EXC
218,LIVE
219,LIVE
220,EXC
221,EXC
222,EXC
223,EXC
224,EXC
225,EXC
226,LIVE
227,EXC
228,EXC
229,LIVE
230,LIVE
231,EXC
235,EXC
236,EXC
237,EXC
238,EXC
239,EXC
240,EXC
241,EXC
242,LIVE
243,EXC
244,LIVE
245,EXC
246,EXC
247,FAIL
248,EXC
249,LIVE
250,LIVE
251,LIVE
252,LIVE
253,LIVE
254,LIVE
255,LIVE
256,LIVE
257,LIVE
258,LIVE
259,LIVE
260,LIVE
261,LIVE
262,EXC
263,LIVE
264,LIVE
265,LIVE
266,LIVE
267,LIVE
268,FAIL
269,LIVE
270,EXC
281,LIVE
282,LIVE
283,EXC
284,LIVE
285,EXC
286,EXC
287,LIVE
288,LIVE
289,LIVE
290,EXC
291,LIVE
292,LIVE
293,LIVE
294,EXC
295,LIVE
296,LIVE
298,EXC
299,EXC
300,EXC
301,EXC
302,EXC
303,LIVE
304,EXC
305,EXC
306,LIVE
307,EXC
308,EXC
309,EXC
310,LIVE
311,LIVE
312,LIVE
313,EXC
314,EXC
315,EXC
316,EXC
317,EXC
318,EXC
319,LIVE
320,EXC
321,EXC
322,LIVE
323,EXC
324,EXC
325,EXC
326,LIVE
327,EXC
328,LIVE
329,EXC
330,EXC
331,LIVE
332,LIVE
333,LIVE
334,LIVE
335,EXC
336,EXC
337,EXC
338,EXC
339,FAIL
340,EXC
341,EXC
342,EXC
343,EXC
344,LIVE
345,LIVE
346,LIVE
347,LIVE
348,LIVE
349,LIVE
350,EXC
351,LIVE
352,LIVE
353,EXC
354,EXC
355,LIVE
356,EXC
357,LIVE
358,LIVE
359,LIVE
360,LIVE
361,LIVE
362,LIVE
363,EXC
364,LIVE
365,LIVE
366,LIVE
367,LIVE
368,LIVE
369,FAIL
370,LIVE
371,LIVE
372,LIVE
373,FAIL
