MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,LIVE
7,LIVE
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,LIVE
13,EXC
14,LIVE
15,EXC
16,LIVE
17,EXC
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,LIVE
23,EXC
24,EXC
25,LIVE
26,EXC
27,EXC
28,EXC
29,LIVE
30,EXC
31,LIVE
32,LIVE
33,EXC
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,EXC
41,LIVE
42,EXC
43,LIVE
44,LIVE
45,EXC
46,LIVE
47,LIVE
48,EXC
49,EXC
50,LIVE
51,LIVE
52,LIVE
53,LIVE
54,EXC
55,EXC
56,LIVE
57,EXC
58,EXC
59,EXC
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,EXC
74,LIVE
75,EXC
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,EXC
82,LIVE
83,EXC
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,LIVE
89,LIVE
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,LIVE
110,LIVE
111,LIVE
112,LIVE
113,LIVE
114,LIVE
115,LIVE
116,LIVE
117,LIVE
118,LIVE
119,LIVE
120,LIVE
121,LIVE
122,LIVE
123,LIVE
124,LIVE
125,LIVE
126,LIVE
127,LIVE
128,LIVE
129,LIVE
130,LIVE
131,LIVE
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,LIVE
137,LIVE
138,LIVE
139,LIVE
140,LIVE
141,LIVE
142,LIVE
143,LIVE
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,LIVE
149,LIVE
150,LIVE
151,LIVE
152,LIVE
153,LIVE
154,LIVE
155,LIVE
156,LIVE
157,LIVE
158,LIVE
159,LIVE
160,LIVE
161,LIVE
162,LIVE
163,LIVE
164,LIVE
165,LIVE
166,LIVE
167,LIVE
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,LIVE
173,LIVE
174,LIVE
175,LIVE
176,LIVE
177,LIVE
178,LIVE
179,LIVE
180,LIVE
181,LIVE
182,LIVE
183,LIVE
184,LIVE
185,LIVE
186,LIVE
187,LIVE
188,LIVE
189,LIVE
190,LIVE
191,LIVE
192,LIVE
193,LIVE
194,LIVE
195,LIVE
196,LIVE
197,LIVE
198,LIVE
199,LIVE
200,LIVE
201,LIVE
202,LIVE
203,LIVE
204,LIVE
205,LIVE
206,EXC
207,LIVE
208,LIVE
209,LIVE
210,LIVE
211,LIVE
212,LIVE
213,LIVE
214,LIVE
215,EXC
216,LIVE
217,LIVE
218,LIVE
219,LIVE
220,LIVE
221,EXC
274,LIVE
275,LIVE
276,LIVE
277,LIVE
278,LIVE
279,LIVE
280,LIVE
281,LIVE
282,LIVE
283,LIVE
284,LIVE
285,LIVE
286,LIVE
287,LIVE
288,LIVE
289,EXC
290,LIVE
291,EXC
292,LIVE
293,EXC
294,LIVE
295,EXC
296,LIVE
297,LIVE
298,LIVE
299,LIVE
300,LIVE
301,LIVE
302,LIVE
303,LIVE
304,LIVE
305,LIVE
306,LIVE
307,LIVE
308,LIVE
309,LIVE
310,LIVE
311,LIVE
312,LIVE
313,LIVE
314,LIVE
315,LIVE
316,LIVE
317,LIVE
318,LIVE
319,LIVE
320,LIVE
321,LIVE
322,LIVE
323,LIVE
324,LIVE
325,LIVE
326,LIVE
327,LIVE
328,LIVE
329,LIVE
330,LIVE
331,LIVE
332,LIVE
333,LIVE
334,LIVE
335,LIVE
336,LIVE
337,LIVE
338,LIVE
339,LIVE
340,LIVE
341,LIVE
342,LIVE
343,LIVE
344,LIVE
345,LIVE
346,LIVE
347,LIVE
348,LIVE
349,LIVE
350,LIVE
